,Sample_Name,Sample_Plate_ID,Sample_Taxa,Species,Individual,Plant_ID,Primer_Plate,Primer_Plate_cell,Year_sampled,Year_arrived,Age,Location,X_cor,Y_cor,Date_collected,Time_collected,Status,L_0_note,L_120_note,L_240_note,L_0_use,L_120_use,L_240_use,L_average_use,pH,tare,soil_0,soil_72,theta_d_72,theta_w_72,Individual.New
Iceplant_43_2016,2016F4_12_I_43_120,2016_Fungi_4,Fungi,Iceplant,Iceplant_43,2016_I_43,Plate_4,D2,2016,2005,11,Sonoma,-123.067871,38.321871,13-Jul,15:21,Alive,Am_L,Am,Am,5,5,8,6,8.52,2.424,17.425,17.364,0.004082999,0.004066396,Iceplant_43_2016
Iceplant_44_2016,2016F4_26_I_44_120,2016_Fungi_4,Fungi,Iceplant,Iceplant_44,2016_I_44,Plate_4,B4,2016,2002,14,BMR,-123.069551,38.319992,11-Jul,15:07,Alive,NA,NA,NA,0,7,4,3.666666667,8,2.348,17.339,17.299,0.002675406,0.002668268,Iceplant_44_2016
Iceplant_46_2016,2016F1_15_I_46_120,2016_Fungi_1,Fungi,Iceplant,Iceplant_46,2016_I_46,Plate_1,G2,2016,2011,5,BMR,-123.069287,38.319571,28-Jun,14:19,Alive,NA,NA,NA,0,0,4,1.333333333,8.23,2.19,17.194,17.086,0.007250269,0.007198081,Iceplant_46_2016
Iceplant_47_2016,2016F4_25_I_47_0,2016_Fungi_4,Fungi,Iceplant,Iceplant_47,2016_I_47,Plate_4,A4,2016,2012,4,Sonoma,-123.069247,38.321099,14-Jul,10:45,Alive,Br,NA,Br,0,0,0,0,8.23,2.204,17.205,17.159,0.003075894,0.003066462,Iceplant_47_2016
Iceplant_49_2016,2016F3_30_I_49_0,2016_Fungi_3,Fungi,Iceplant,Iceplant_49,2016_I_49,Plate_3,F4,2016,2001,15,Sonoma,-123.068521,38.321968,13-Jul,15:41,Alive,Br,NA,Br,6,4.9,6.2,5.7,8.23,2.27,17.266,17.214,0.003479657,0.003467591,Iceplant_49_2016
Iceplant_4_2016,2016F5_52_I_4_0,2016_Fungi_5,Fungi,Iceplant,Iceplant_4,2016_I_4,Plate_10,D7,2016,1997,19,BMR,-123.070285,38.320713,11-Jul,16:40,Alive,Am,Am_Br,Am,12,10,6,9.333333333,7.04,2.428,17.428,17.356,0.004823151,0.0048,Iceplant_4_2016
Iceplant_53_2016,2016F1_54_I_53_0,2016_Fungi_1,Fungi,Iceplant,Iceplant_53,2016_I_53,Plate_1,F7,2016,2012,4,Sonoma,-123.067596,38.321798,30-Jun,9:37,Alive,Am_B,NA,NA,2.2,0,2.2,1.466666667,8.11,2.238,17.232,17.021,0.014273152,0.014072296,Iceplant_53_2016
Iceplant_55_2016,2016F2_75_I_55_0,2016_Fungi_2,Fungi,Iceplant,Iceplant_55,2016_I_55,Plate_2,C10,2016,2004,12,Sonoma,-123.067715,38.322353,30-Jun,11:06,Alive,Am,Am_L,Am,7,8,8,7.666666667,8.27,2.265,17.302,17.243,0.003939111,0.003923655,Iceplant_55_2016
Iceplant_59_2016,2016F1_25_I_59_0,2016_Fungi_1,Fungi,Iceplant,Iceplant_59,2016_I_59,Plate_1,A4,2016,1995,21,Sonoma,-123.067591,38.322442,30-Jun,11:16,Alive,Am_L,Am,Am,6.5,6,8.5,7,8.82,2.256,17.258,17.174,0.005630782,0.005599253,Iceplant_59_2016
Iceplant_60_2016,2016F4_52_I_60_0,2016_Fungi_4,Fungi,Iceplant,Iceplant_60,2016_I_60,Plate_4,D7,2016,1992,24,Sonoma,-123.069381,38.320868,12-Jul,16:21,Alive,Am_Br_L,Am_Br,Am_Br,22,6,8,12,7.58,2.27,17.27,17.159,0.007455168,0.0074,Iceplant_60_2016
Iceplant_61_2016,2016F3_68_I_61,2016_Fungi_3,Fungi,Iceplant,Iceplant_61,2016_I_61,Plate_3,D9,2016,2016,0.5,BMR,-123.06955,38.320667,29-Jun,NA,Baby,NA,NA,NA,0,0,0,0,8.47,2.163,17.163,16.984,0.012077458,0.011933333,Iceplant_61_2016
Iceplant_62_2016,2016F3_4_I_62,2016_Fungi_3,Fungi,Iceplant,Iceplant_62,2016_I_62,Plate_3,D1,2016,2016,0.5,Sonoma,-123.068867,38.321517,30-Jun,NA,Baby,NA,NA,NA,0,0,0,0,8.87,2.29,17.294,17.073,0.014949604,0.014729405,Iceplant_62_2016
Iceplant_63_2016,2016F3_60_I_63,2016_Fungi_3,Fungi,Iceplant,Iceplant_63,2016_I_63,Plate_3,D8,2016,2016,0.5,Sonoma,-123.068833,38.321517,1-Jul,NA,Baby,NA,NA,NA,0,0,0,0,8.85,2.204,17.201,17.013,0.012694983,0.012535841,Iceplant_63_2016
Iceplant_6_2016,2016F3_32_I_6_0,2016_Fungi_3,Fungi,Iceplant,Iceplant_6,2016_I_6,Plate_3,H4,2016,1995,21,BMR,-123.0701,38.320542,11-Jul,15:42,Alive,Am_Br,Am_Br,NA,12,11.5,3,8.833333333,7.58,2.243,17.25,17.178,0.004820891,0.004797761,Iceplant_6_2016
Iceplant_7_2016,2016F2_27_I_7_0,2016_Fungi_2,Fungi,Iceplant,Iceplant_7,2016_I_7,Plate_2,C4,2016,2009,7,BMR,-123.070335,38.320284,28-Jun,18:00,Alive,NA,NA,NA,0,4.5,4.5,3,8.48,2.255,17.27,17.114,0.010498688,0.01038961,Iceplant_7_2016
Iceplant_8_2016,2016F2_57_I_8_120,2016_Fungi_2,Fungi,Iceplant,Iceplant_8,2016_I_8,Plate_2,A8,2016,2005,11,BMR,-123.070146,38.320122,28-Jun,17:20,Alive,Am,NA,NA,12,7,3.5,7.5,6.55,2.27,17.273,17.206,0.004485806,0.004465774,Iceplant_8_2016
Iceplant_9_2016,2016F1_50_I_9_0,2016_Fungi_1,Fungi,Iceplant,Iceplant_9,2016_I_9,Plate_1,B7,2016,2007,9,BMR,-123.070024,38.319973,28-Jun,17:00,Dying,Am,Am,Am,4.3,2,4,3.433333333,7.41,2.336,17.347,17.333,0.00093352,0.000932649,Iceplant_9_2016
Lupine_10_2016,2016F1_73_L_10_0,2016_Fungi_1,Fungi,Lupine,Lupine_10,2016_L_10,Plate_1,A10,2016,2010,6,BMR,-123.069879,38.319805,28-Jun,16:47,Dying,Am,Am,Am_Amb,2.1,1.1,1.2,1.466666667,7.88,2.349,17.343,17.311,0.002138752,0.002134187,Lupine_10_2016
Lupine_11_2016,2016F1_53_L_11_0,2016_Fungi_1,Fungi,Lupine,Lupine_11,2016_L_11,Plate_1,E7,2016,2009,7,BMR,-123.069154,38.319653,28-Jun,14:33,Dead,Am_Ice,Am,Am,1.3,2.5,1.6,1.8,8.42,2.324,17.325,17.222,0.00691368,0.006866209,Lupine_11_2016
Lupine_12_2016,2016F5_25_L_12_0,2016_Fungi_5,Fungi,Lupine,Lupine_12,2016_L_12,Plate_10,A4,2016,2013,3,BMR,-123.069143,38.320611,12-Jul,14:54,Alive,Am,Am,Am,1.2,1.3,0.8,1.1,8.64,2.326,17.329,17.272,0.003813729,0.00379924,Lupine_12_2016
Lupine_13_2016,2016F5_30_L_13_0,2016_Fungi_5,Fungi,Lupine,Lupine_13,2016_L_13,Plate_10,F4,2016,2004,12,Sonoma,-123.069593,38.321007,12-Jul,17:17,Alive,NA,Br_Ice,NA,3,1.9,1.7,2.2,7.5,2.382,17.381,17.31,0.004756163,0.004733649,Lupine_13_2016
Lupine_14_2016,2016F5_16_L_14_120,2016_Fungi_5,Fungi,Lupine,Lupine_14,2016_L_14,Plate_10,H2,2016,2007,9,Sonoma,-123.069412,38.321148,12-Jul,17:10,Alive,Am,NA,Am,0.7,0.7,1.2,0.866666667,8.34,2.225,17.224,17.165,0.00394913,0.003933596,Lupine_14_2016
Lupine_15_2016,2016F1_1_L_15_0,2016_Fungi_1,Fungi,Lupine,Lupine_15,2016_L_15,Plate_1,A1,2016,2009,7,Sonoma,-123.069181,38.32103,29-Jun,11:27,Alive,Am,Am,Am,1.7,1.5,1.8,1.666666667,8.56,2.296,17.303,17.201,0.006843341,0.006796828,Lupine_15_2016
Lupine_16_2016,2016F2_50_L_16_0,2016_Fungi_2,Fungi,Lupine,Lupine_16,2016_L_16,Plate_2,B7,2016,2007,9,Sonoma,-123.069129,38.321111,1-Jul,10:47,Dying,Am,Am,Am_B,0,0.6,0,0.2,7.91,2.274,17.271,17.166,0.007050766,0.0070014,Lupine_16_2016
Lupine_18_2016,2016F5_29_L_18_0,2016_Fungi_5,Fungi,Lupine,Lupine_18,2016_L_18,Plate_10,E4,2016,2014,2,Sonoma,-123.068522,38.321866,13-Jul,16:11,Alive,Am,Am,Am,1.7,1.2,1.8,1.566666667,8.55,2.28,17.277,17.238,0.0026073,0.00260052,Lupine_18_2016
Lupine_19_2016,2016F5_73_L_19_0,2016_Fungi_5,Fungi,Lupine,Lupine_19,2016_L_19,Plate_10,A10,2016,2012,4,Sonoma,-123.067983,38.321595,13-Jul,16:20,Alive,Am,Am,Am,0,1.4,0,0.466666667,8.32,2.344,17.345,17.28,0.004351901,0.004333044,Lupine_19_2016
Lupine_1_2016,2016F1_74_L_1_0,2016_Fungi_1,Fungi,Lupine,Lupine_1,2016_L_1,Plate_1,B10,2016,2005,11,BMR,-123.070388,38.321088,29-Jun,10:30,Alive,Am,Am,Am,0,1.8,1.2,1,8.57,2.257,17.262,17.103,0.010709956,0.010596468,Lupine_1_2016
Lupine_21_2016,2016F2_52_L_21_0,2016_Fungi_2,Fungi,Lupine,Lupine_21,2016_L_21,Plate_2,D7,2016,2010,6,Sonoma,-123.067739,38.322263,30-Jun,10:57,Dead,Am,Am,Am,1.5,1.7,0.6,1.266666667,7.86,2.292,17.321,17.243,0.005217042,0.005189966,Lupine_21_2016
Lupine_23_2016,2016F1_27_L_23_0,2016_Fungi_1,Fungi,Lupine,Lupine_23,2016_L_23,Plate_1,C4,2016,2010,6,Sonoma,-123.06796,38.321851,30-Jun,9:20,Dying,Am_B,Am,Am,1.7,1.6,1.6,1.633333333,7.75,2.318,17.321,17.231,0.006035003,0.0059988,Lupine_23_2016
Lupine_25_2016,2016F5_78_L_25_0,2016_Fungi_5,Fungi,Lupine,Lupine_25,2016_L_25,Plate_10,F10,2016,2011,5,BMR,-123.069314,38.319992,11-Jul,14:50,Dead,NA,NA,NA,1.4,1.3,1.6,1.433333333,8.57,2.319,17.32,17.272,0.003210058,0.003199787,Lupine_25_2016
Lupine_26_2016,2016F3_11_L_26_120,2016_Fungi_3,Fungi,Lupine,Lupine_26,2016_L_26,Plate_3,C2,2016,2010,6,BMR,-123.069665,38.32063,12-Jul,15:50,Dead,Am_Ice,Am_Ice,Am,1.2,1.1,1,1.1,8.28,2.298,17.298,17.269,0.001937078,0.001933333,Lupine_26_2016
Lupine_27_2016,2016F1_76_L_27_0,2016_Fungi_1,Fungi,Lupine,Lupine_27,2016_L_27,Plate_1,D10,2016,2012,4,BMR,-123.069477,38.319474,28-Jun,14:04,Alive,Am,Am,Am,0.6,1.3,1,0.966666667,8.4,2.32,17.314,17.176,0.009289176,0.009203681,Lupine_27_2016
Lupine_28_2016,2016F1_77_L_28_0,2016_Fungi_1,Fungi,Lupine,Lupine_28,2016_L_28,Plate_1,E10,2016,2007,9,BMR,-123.070534,38.320966,29-Jun,10:20,Dying,Ice,Am,NA,2.5,2.5,1.5,2.166666667,7.09,2.296,17.297,17.141,0.010508589,0.010399307,Lupine_28_2016
Lupine_2_2016,2016F5_76_L_2_0,2016_Fungi_5,Fungi,Lupine,Lupine_2,2016_L_2,Plate_10,D10,2016,2009,7,BMR,-123.070309,38.321012,11-Jul,17:14,Dying,Am,Ice,Am,0.9,1.7,2.3,1.633333333,8.49,2.258,17.256,17.215,0.002741191,0.002733698,Lupine_2_2016
Lupine_31_2016,2016F2_77_L_31_0,2016_Fungi_2,Fungi,Lupine,Lupine_31,2016_L_31,Plate_2,E10,2016,2009,7,Sonoma,-123.068053,38.321317,30-Jun,17:13,Dying,Am,Am,Am,1.7,2.2,2.7,2.2,8.48,2.345,17.349,17.1,0.016875635,0.016595575,Lupine_31_2016
Lupine_32_2016,2016F2_1_L_32_0,2016_Fungi_2,Fungi,Lupine,Lupine_32,2016_L_32,Plate_2,A1,2016,2009,7,Sonoma,-123.069302,38.320863,29-Jun,10:55,Dead,Ice,Ice,Ice,2,2.5,1.5,2,7.74,2.236,17.233,17.055,0.012011607,0.01186904,Lupine_32_2016
Lupine_33_2016,2016F2_53_L_33_0,2016_Fungi_2,Fungi,Lupine,Lupine_33,2016_L_33,Plate_2,E7,2016,2014,2,Sonoma,-123.068175,38.321403,30-Jun,17:02,Alive,Am,Am,Am,0,0,0,0,8.56,2.357,17.357,17.183,0.011736139,0.0116,Lupine_33_2016
Lupine_35_2016,2016F5_32_L_35_0,2016_Fungi_5,Fungi,Lupine,Lupine_35,2016_L_35,Plate_10,H4,2016,2012,4,Sonoma,-123.069046,38.320913,14-Jul,10:18,Dying,Am,Br,Am,2.6,1.5,1.8,1.966666667,8.32,2.396,17.393,17.322,0.0047568,0.00473428,Lupine_35_2016
Lupine_36_2016,2016F5_49_L_36_0,2016_Fungi_5,Fungi,Lupine,Lupine_36,2016_L_36,Plate_10,A7,2016,2011,5,Sonoma,-123.068841,38.320928,14-Jul,9:48,Alive,Am,Am,Am,3.5,1.9,1.5,2.3,8.4,2.346,17.346,17.302,0.002941963,0.002933333,Lupine_36_2016
Lupine_37_2016,2016F2_25_L_37_0,2016_Fungi_2,Fungi,Lupine,Lupine_37,2016_L_37,Plate_2,A4,2016,2014,2,Sonoma,-123.068853,38.321165,1-Jul,10:32,Alive,Am,Am,Am,0,0,0,0,8.73,2.368,17.363,17.294,0.004622806,0.004601534,Lupine_37_2016
Lupine_38_2016,2016F1_26_L_38_0,2016_Fungi_1,Fungi,Lupine,Lupine_38,2016_L_38,Plate_1,B4,2016,2008,8,Sonoma,-123.069151,38.321224,1-Jul,10:12,Dying,Am,Am,Am,0,0.7,0,0.233333333,8.08,2.195,17.192,17.09,0.006847936,0.00680136,Lupine_38_2016
Lupine_3_2016,2016F4_15_L_3_120,2016_Fungi_4,Fungi,Lupine,Lupine_3,2016_L_3,Plate_4,G2,2016,2011,5,BMR,-123.070004,38.32085,11-Jul,17:30,Alive,Am,Am,NA,0,0,0,0,8.37,2.276,17.273,17.232,0.002741375,0.00273388,Lupine_3_2016
Lupine_40_2016,2016F4_1_L_40_0_2,2016_Fungi_4,Fungi,Lupine,Lupine_40,2016_L_40_2,Plate_4,A1,2016,2013,3,Sonoma,-123.068648,38.320623,12-Jul,14:21,Dying,Am,Am,NA,1.2,1.1,1.3,1.2,8.23,2.4,17.4,17.344,0.003747323,0.003733333,Lupine_40_2016
Lupine_43_2016,2016F4_28_L_43_0,2016_Fungi_4,Fungi,Lupine,Lupine_43,2016_L_43,Plate_4,D4,2016,2005,11,Sonoma,-123.067645,38.321824,13-Jul,10:55,Dead,Br,Am_Br_Ice,Br,1.8,2.4,1.4,1.866666667,8.22,2.125,17.122,17.057,0.004353067,0.0043342,Lupine_43_2016
Lupine_44_2016,2016F3_53_L_44_0,2016_Fungi_3,Fungi,Lupine,Lupine_44,2016_L_44,Plate_3,E7,2016,2010,6,Sonoma,-123.067672,38.321929,13-Jul,11:48,Alive,Am_Ice,Am_Ice,Am_Ice,6.5,8,3.4,5.966666667,6.98,2.32,17.326,17.267,0.00394728,0.003931761,Lupine_44_2016
Lupine_45_2016,2016F4_27_L_45_0,2016_Fungi_4,Fungi,Lupine,Lupine_45,2016_L_45,Plate_4,C4,2016,2008,8,Sonoma,-123.067935,38.322057,13-Jul,11:07,Dying,Br,Br,Br,1.9,1.9,0.9,1.566666667,7.2,2.293,17.293,17.208,0.005698961,0.005666667,Lupine_45_2016
Lupine_46_2016,2016F4_49_L_46_0,2016_Fungi_4,Fungi,Lupine,Lupine_46,2016_L_46,Plate_4,A7,2016,2011,5,Sonoma,-123.068182,38.321958,13-Jul,14:57,Dead,Am_Br,Am,Am_Br,1.4,0,1,0.8,8.56,2.19,17.192,17.134,0.003881156,0.003866151,Lupine_46_2016
Lupine_47_2016,2016F1_14_L_47_120,2016_Fungi_1,Fungi,Lupine,Lupine_47,2016_L_47,Plate_1,F2,2016,2010,6,Sonoma,-123.067564,38.321625,30-Jun,10:10,Alive,Am_B,Am_B,Am_B,2.5,2,1.7,2.066666667,8.12,2.201,17.023,16.859,0.01118843,0.011064634,Lupine_47_2016
Lupine_49_2016,2016F4_73_L_49_0,2016_Fungi_4,Fungi,Lupine,Lupine_49,2016_L_49,Plate_4,A10,2016,2010,6,Sonoma,-123.067146,38.322062,13-Jul,10:27,Dying,Br,Ice,Br,1.4,1.4,2.1,1.633333333,7.04,2.202,17.205,17.126,0.005293487,0.005265614,Lupine_49_2016
Lupine_4_2016,2016F1_16_L_4_120,2016_Fungi_1,Fungi,Lupine,Lupine_4,2016_L_4,Plate_1,H2,2016,2008,8,BMR,-123.06975,38.320792,29-Jun,10:40,Alive,Am,Am,Am,0,0,1.3,0.433333333,8.51,2.321,17.324,17.153,0.011529126,0.01139772,Lupine_4_2016
Lupine_50_2016,2016F5_31_L_50_0,2016_Fungi_5,Fungi,Lupine,Lupine_50,2016_L_50,Plate_10,G4,2016,2014,2,Sonoma,-123.067225,38.322529,13-Jul,9:31,Alive,Am,Am,Am,1.2,0.8,1.1,1.033333333,8.23,2.183,17.182,17.141,0.002741008,0.002733516,Lupine_50_2016
Lupine_51_2016,2016F2_30_L_51_0,2016_Fungi_2,Fungi,Lupine,Lupine_51,2016_L_51,Plate_2,F4,2016,2008,8,BMR,-123.07007,38.320025,28-Jun,17:13,Alive,NA,Ice,Ice,0,0,2.8,0.933333333,7.34,2.38,17.375,17.19,0.01249156,0.012337446,Lupine_51_2016
Lupine_53_2016,2016F2_11_L_53_120,2016_Fungi_2,Fungi,Lupine,Lupine_53,2016_L_53,Plate_2,C2,2016,2009,7,BMR,-123.069549,38.320066,28-Jun,16:30,Dying,NA,Am_B,Ice,1.9,2.2,1.3,1.8,7.63,2.247,17.242,17.122,0.008067227,0.008002668,Lupine_53_2016
Lupine_54_2016,2016F3_1_L_54_0,2016_Fungi_3,Fungi,Lupine,Lupine_54,2016_L_54,Plate_3,A1,2016,2007,9,BMR,-123.069379,38.319351,11-Jul,14:04,Dying,Am,Ice,Am,0.8,10,1.4,4.066666667,8.64,2.27,17.275,17.233,0.002806924,0.002799067,Lupine_54_2016
Lupine_56_2016,2016F5_53_L_56_0,2016_Fungi_5,Fungi,Lupine,Lupine_56,2016_L_56,Plate_10,E7,2016,2013,5,BMR,-123.070546,38.320681,11-Jul,16:25,Alive,Am_Br,Am_Br,Am,0.9,0,1.5,0.8,8.4,2.225,17.224,17.167,0.00381475,0.003800253,Lupine_56_2016
Lupine_58_2016,2016F4_32_L_58_0,2016_Fungi_4,Fungi,Lupine,Lupine_58,2016_L_58,Plate_4,H4,2016,2009,7,BMR,-123.070083,38.320486,11-Jul,15:30,Dead,Am,Br,NA,1.5,1,1.7,1.4,7.13,2.339,17.337,17.286,0.003412056,0.003400453,Lupine_58_2016
Lupine_59_2016,2016F2_14_L_59_120,2016_Fungi_2,Fungi,Lupine,Lupine_59,2016_L_59,Plate_2,F2,2016,2012,4,BMR,-123.069342,38.319865,28-Jun,16:17,Dying,Am,Am,NA,0,0.5,0,0.166666667,8.01,2.268,17.26,17.157,0.006917859,0.006870331,Lupine_59_2016
Lupine_61_2016,2016F3_52_L_61,2016_Fungi_3,Fungi,Lupine,Lupine_61,2016_L_61,Plate_3,D7,2016,2016,0.5,BMR,-123.0695,38.320117,29-Jun,NA,Baby,NA,NA,NA,0,0,0,0,8.6,2.12,17.116,16.858,0.017505767,0.017204588,Lupine_61_2016
Lupine_62_2016,2016F3_12_L_62,2016_Fungi_3,Fungi,Lupine,Lupine_62,2016_L_62,Plate_3,D2,2016,2016,0.5,Sonoma,-123.06765,38.321717,30-Jun,NA,Baby,NA,NA,NA,0,0,0,0,8.73,2.21,17.221,17.009,0.014325292,0.014122976,Lupine_62_2016
Lupine_63_2016,2016F3_20_L_63,2016_Fungi_3,Fungi,Lupine,Lupine_63,2016_L_63,Plate_3,D3,2016,2016,0.5,Sonoma,-123.0685,38.321417,1-Jul,NA,Baby,NA,NA,NA,0,0,0,0,8.9,2.125,17.126,16.973,0.010304418,0.01019932,Lupine_63_2016
Lupine_7_2016,2016F1_10_L_7_120,2016_Fungi_1,Fungi,Lupine,Lupine_7,2016_L_7,Plate_1,B2,2016,2010,6,BMR,-123.070406,38.320318,29-Jun,9:52,Dead,Am,Am,Am,1.5,1.3,1.7,1.5,7.71,2.291,17.286,17.068,0.014752656,0.014538179,Lupine_7_2016
Lupine_8_2016,2016F2_31_L_8_0,2016_Fungi_2,Fungi,Lupine,Lupine_8,2016_L_8,Plate_2,G4,2016,2013,3,BMR,-123.069935,38.320289,11-Jul,15:25,Alive,Am,NA,Am,0.7,1.7,1.1,1.166666667,8.24,2.346,17.347,17.269,0.005226831,0.005199653,Lupine_8_2016
Lupine_9_2016,2016F3_78_L_9_0,2016_Fungi_3,Fungi,Lupine,Lupine_9,2016_L_9,Plate_3,F10,2016,2004,12,BMR,-123.070581,38.320458,11-Jul,16:03,Dying,Am,Am_Br,Am,0,0,0,0,7.24,2.306,17.306,17.239,0.004486707,0.004466667,Lupine_9_2016
Sand_10_2016,2016F3_83_S_10,2016_Fungi_3,Fungi,Sand,Sand_10,2016_S_10,Plate_3,C11,2016,NA,0,Sonoma,-123.067621,38.322346,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,7.84,2.26,17.286,17.136,0.010083356,0.009982697,Sand_10_2016
Sand_12_2016,2016F3_88_S_12,2016_Fungi_3,Fungi,Sand,Sand_12,2016_S_12,Plate_3,H11,2016,NA,0,Sonoma,-123.068115,38.32186,13-Jul,NA,NA,NA,NA,NA,0,0,0,0,8.85,2.259,17.258,17.195,0.004217997,0.00420028,Sand_12_2016
Sand_1_2016,2016F4_87_S_1,2016_Fungi_4,Fungi,Sand,Sand_1,2016_S_1,Plate_4,G11,2016,NA,0,BMR,-123.068914,38.320409,12-Jul,NA,NA,NA,NA,NA,0,0,0,0,8.64,2.27,17.269,17.206,0.004217997,0.00420028,Sand_1_2016
Sand_2_2016,2016F1_87_S_2,2016_Fungi_1,Fungi,Sand,Sand_2,2016_S_2,Plate_1,G11,2016,NA,0,BMR,-123.069219,38.320585,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.71,2.256,17.346,17.266,0.00532978,0.005301524,Sand_2_2016
Sand_6_2016,2016F4_88_S_6,2016_Fungi_4,Fungi,Sand,Sand_6,2016_S_6,Plate_4,H11,2016,NA,0,BMR,-123.070872,38.320563,11-Jul,NA,NA,NA,NA,NA,0,0,0,0,6.86,2.255,17.255,17.158,0.006508757,0.006466667,Sand_6_2016
Sand_8_2016,2016F3_91_S_8,2016_Fungi_3,Fungi,Sand,Sand_8,2016_S_8,Plate_3,C12,2016,NA,0,BMR,-123.070377,38.320382,29-Jun,NA,NA,NA,NA,NA,0,0,0,0,7.15,2.163,17.157,16.938,0.014822335,0.014605842,Sand_8_2016
Sand_9_2016,2016F2_87_S_9,2016_Fungi_2,Fungi,Sand,Sand_9,2016_S_9,Plate_2,G11,2016,NA,0,BMR,-123.07013,38.32033,29-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.64,2.261,17.289,17.133,0.01048951,0.010380623,Sand_9_2016
